----------------------------------------------------------------------------------------------------------------------------------------
N:	2

BEST_FIT:	0.0000
AVG_FIT:	0.0000
WORST_FIT:	0.0000

STDEV:	0.0000

AVG_TIME:	1.0142

BEST[30]:	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
----------------------------------------------------------------------------------------------------------------------------------------
N:	10

BEST_FIT:	0.0000
AVG_FIT:	0.0000
WORST_FIT:	0.0000

STDEV:	0.0000

AVG_TIME:	4.8128

BEST[30]:	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
----------------------------------------------------------------------------------------------------------------------------------------
N:	30

BEST_FIT:	0.0000
AVG_FIT:	0.0000
WORST_FIT:	0.0000

STDEV:	0.0000

AVG_TIME:	20.4952

BEST[30]:	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
