----------------------------------------------------------------------------------------------------------------------------------------
N:	2

BEST_FIT:	0.0000
AVG_FIT:	0.0000
WORST_FIT:	0.0000

STDEV:	0.0000

AVG_TIME:	1.1657

BEST[30]:	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
----------------------------------------------------------------------------------------------------------------------------------------
N:	10

BEST_FIT:	0.9950
AVG_FIT:	1.8793
WORST_FIT:	2.9952

STDEV:	0.5900

AVG_TIME:	5.4819

BEST[30]:	2.2317 1.0001 1.9900 1.9951 1.2366 1.2366 1.2366 1.9900 2.2317 2.2317 0.9950 1.9951 1.0001 1.2366 1.2366 2.0002 2.2317 2.2317 2.4733 2.4733 2.9851 2.2317 1.0001 2.9952 2.2317 0.9950 2.2317 1.9900 2.2317 2.2317 
----------------------------------------------------------------------------------------------------------------------------------------
N:	30

BEST_FIT:	15.9119
AVG_FIT:	22.5632
WORST_FIT:	27.0697

STDEV:	2.3905

AVG_TIME:	22.9773

BEST[30]:	22.2774 26.0393 23.1541 23.1490 23.7734 23.8277 21.0693 23.3009 23.6222 22.6374 22.8378 23.8975 23.3603 15.9119 20.3956 25.7641 21.3621 17.6369 20.3805 18.8636 23.8051 21.0945 23.1087 21.1439 22.3502 21.3267 27.0697 23.6121 23.5970 26.5276 
